sample_id,text
sub-01::stimulus_1065,This brain response shows valence 4.33 and arousal 6.56.
sub-01::stimulus_1066,This brain response shows valence 3.78 and arousal 5.22.
sub-01::stimulus_1067,This brain response shows valence 6.22 and arousal 5.67.
sub-01::stimulus_1068,This brain response shows valence 5.89 and arousal 5.67.
sub-01::stimulus_1069,This brain response shows valence 6.22 and arousal 6.44.
sub-01::stimulus_1070,This brain response shows valence 4.67 and arousal 5.11.
sub-01::stimulus_1071,This brain response shows valence 8.78 and arousal 4.89.
sub-01::stimulus_1072,This brain response shows valence 4.67 and arousal 6.78.
sub-01::stimulus_1073,This brain response shows valence 4.33 and arousal 7.11.
sub-01::stimulus_1074,This brain response shows valence 8.00 and arousal 5.89.
sub-01::stimulus_1075,This brain response shows valence 5.56 and arousal 4.78.
sub-01::stimulus_1076,This brain response shows valence 4.56 and arousal 7.44.
sub-01::stimulus_1077,This brain response shows valence 5.33 and arousal 5.33.
sub-01::stimulus_1078,This brain response shows valence 5.78 and arousal 5.11.
sub-01::stimulus_1079,This brain response shows valence 1.89 and arousal 6.56.
sub-01::stimulus_1080,This brain response shows valence 7.89 and arousal 6.44.
sub-01::stimulus_1081,This brain response shows valence 5.89 and arousal 4.44.
sub-01::stimulus_1082,This brain response shows valence 6.56 and arousal 6.44.
sub-01::stimulus_1083,This brain response shows valence 7.00 and arousal 6.67.
sub-01::stimulus_1084,This brain response shows valence 7.00 and arousal 6.33.
sub-01::stimulus_1085,This brain response shows valence 5.56 and arousal 5.44.
sub-01::stimulus_1086,This brain response shows valence 8.00 and arousal 7.00.
sub-01::stimulus_1087,This brain response shows valence 6.33 and arousal 5.44.
sub-01::stimulus_1088,This brain response shows valence 5.00 and arousal 5.11.
sub-01::stimulus_1089,This brain response shows valence 6.00 and arousal 6.11.
sub-01::stimulus_1090,This brain response shows valence 2.33 and arousal 4.22.
sub-01::stimulus_1091,This brain response shows valence 5.33 and arousal 6.44.
sub-01::stimulus_1092,This brain response shows valence 7.33 and arousal 6.11.
sub-01::stimulus_1093,This brain response shows valence 7.67 and arousal 6.00.
sub-01::stimulus_1094,This brain response shows valence 4.89 and arousal 6.67.
sub-01::stimulus_1095,This brain response shows valence 3.33 and arousal 5.89.
sub-01::stimulus_1096,This brain response shows valence 3.33 and arousal 6.00.
sub-01::stimulus_1097,This brain response shows valence 7.56 and arousal 6.67.
sub-01::stimulus_1098,This brain response shows valence 6.89 and arousal 6.00.
sub-01::stimulus_1099,This brain response shows valence 6.33 and arousal 7.11.
sub-01::stimulus_1100,This brain response shows valence 6.22 and arousal 6.11.
sub-01::stimulus_1101,This brain response shows valence 2.78 and arousal 5.33.
sub-01::stimulus_1102,This brain response shows valence 7.44 and arousal 6.89.
sub-01::stimulus_1103,This brain response shows valence 1.67 and arousal 6.33.
sub-01::stimulus_1104,This brain response shows valence 5.33 and arousal 5.78.
sub-01::stimulus_1105,This brain response shows valence 7.11 and arousal 6.22.
sub-01::stimulus_1106,This brain response shows valence 5.67 and arousal 5.11.
sub-01::stimulus_1107,This brain response shows valence 7.78 and arousal 7.44.
sub-01::stimulus_1108,This brain response shows valence 6.44 and arousal 6.67.
sub-01::stimulus_1109,This brain response shows valence 3.22 and arousal 6.78.
sub-01::stimulus_1110,This brain response shows valence 6.78 and arousal 6.67.
sub-01::stimulus_1111,This brain response shows valence 1.89 and arousal 6.22.
sub-01::stimulus_1112,This brain response shows valence 8.33 and arousal 7.00.
sub-01::stimulus_1113,This brain response shows valence 8.44 and arousal 5.89.
sub-01::stimulus_1114,This brain response shows valence 2.78 and arousal 6.89.
sub-01::stimulus_1115,This brain response shows valence 3.00 and arousal 6.89.
sub-01::stimulus_1116,This brain response shows valence 5.89 and arousal 5.89.
sub-01::stimulus_1117,This brain response shows valence 2.89 and arousal 3.89.
sub-01::stimulus_1118,This brain response shows valence 2.89 and arousal 4.89.
sub-01::stimulus_1119,This brain response shows valence 2.67 and arousal 6.22.
sub-01::stimulus_1120,This brain response shows valence 6.78 and arousal 6.67.
sub-01::stimulus_1121,This brain response shows valence 6.56 and arousal 7.56.
sub-01::stimulus_1122,This brain response shows valence 2.22 and arousal 5.33.
sub-01::stimulus_1123,This brain response shows valence 1.33 and arousal 4.00.
sub-01::stimulus_1124,This brain response shows valence 7.44 and arousal 6.78.
sub-01::stimulus_1125,This brain response shows valence 6.44 and arousal 6.11.
sub-01::stimulus_1126,This brain response shows valence 1.56 and arousal 5.33.
sub-01::stimulus_1127,This brain response shows valence 8.33 and arousal 5.56.
sub-01::stimulus_1128,This brain response shows valence 6.56 and arousal 6.33.
sub-01::stimulus_1129,This brain response shows valence 5.44 and arousal 5.44.
sub-01::stimulus_1130,This brain response shows valence 6.78 and arousal 5.22.
sub-01::stimulus_1131,This brain response shows valence 7.22 and arousal 6.67.
sub-01::stimulus_1132,This brain response shows valence 5.44 and arousal 5.78.
sub-01::stimulus_1133,This brain response shows valence 7.67 and arousal 6.89.
sub-01::stimulus_1134,This brain response shows valence 4.67 and arousal 6.22.
sub-01::stimulus_1135,This brain response shows valence 3.56 and arousal 5.78.
sub-01::stimulus_1136,This brain response shows valence 2.89 and arousal 5.56.
sub-01::stimulus_1137,This brain response shows valence 2.33 and arousal 5.11.
sub-01::stimulus_1138,This brain response shows valence 5.00 and arousal 5.11.
sub-01::stimulus_1139,This brain response shows valence 4.78 and arousal 5.89.
sub-01::stimulus_1140,This brain response shows valence 3.89 and arousal 6.22.
sub-01::stimulus_1141,This brain response shows valence 6.11 and arousal 6.78.
sub-01::stimulus_1142,This brain response shows valence 4.00 and arousal 5.22.
sub-01::stimulus_1143,This brain response shows valence 5.44 and arousal 6.56.
sub-01::stimulus_1144,This brain response shows valence 4.11 and arousal 7.22.
sub-01::stimulus_1145,This brain response shows valence 7.00 and arousal 6.44.
sub-01::stimulus_1146,This brain response shows valence 6.89 and arousal 6.33.
sub-01::stimulus_1147,This brain response shows valence 4.22 and arousal 5.67.
sub-01::stimulus_1148,This brain response shows valence 6.00 and arousal 6.11.
sub-01::stimulus_1149,This brain response shows valence 3.89 and arousal 6.78.
sub-01::stimulus_1150,This brain response shows valence 4.44 and arousal 6.44.
sub-01::stimulus_1151,This brain response shows valence 7.00 and arousal 6.67.
sub-01::stimulus_1152,This brain response shows valence 7.11 and arousal 7.33.
sub-01::stimulus_1153,This brain response shows valence 7.00 and arousal 6.89.
sub-01::stimulus_1154,This brain response shows valence 7.22 and arousal 5.44.
sub-01::stimulus_1155,This brain response shows valence 5.22 and arousal 6.00.
sub-01::stimulus_1156,This brain response shows valence 4.22 and arousal 5.44.
sub-01::stimulus_1157,This brain response shows valence 7.89 and arousal 4.22.
sub-01::stimulus_1158,This brain response shows valence 7.44 and arousal 5.78.
sub-01::stimulus_1159,This brain response shows valence 7.78 and arousal 6.78.
sub-01::stimulus_1160,This brain response shows valence 2.33 and arousal 7.33.
sub-01::stimulus_1161,This brain response shows valence 4.67 and arousal 4.67.
sub-01::stimulus_1162,This brain response shows valence 6.44 and arousal 5.67.
sub-01::stimulus_1163,This brain response shows valence 7.33 and arousal 7.44.
sub-01::stimulus_1164,This brain response shows valence 2.56 and arousal 4.11.
sub-01::stimulus_1165,This brain response shows valence 2.33 and arousal 6.44.
sub-01::stimulus_1166,This brain response shows valence 6.00 and arousal 5.56.
sub-01::stimulus_1167,This brain response shows valence 6.56 and arousal 6.44.
sub-01::stimulus_1168,This brain response shows valence 7.78 and arousal 7.44.
sub-01::stimulus_1169,This brain response shows valence 4.00 and arousal 6.33.
sub-01::stimulus_1170,This brain response shows valence 1.44 and arousal 4.33.
sub-01::stimulus_1171,This brain response shows valence 5.56 and arousal 5.11.
sub-01::stimulus_1172,This brain response shows valence 2.89 and arousal 6.78.
sub-01::stimulus_1173,This brain response shows valence 7.78 and arousal 7.44.
sub-01::stimulus_1174,This brain response shows valence 1.22 and arousal 5.78.
sub-01::stimulus_1175,This brain response shows valence 6.78 and arousal 7.00.
sub-01::stimulus_1176,This brain response shows valence 3.44 and arousal 4.56.
sub-01::stimulus_1177,This brain response shows valence 2.78 and arousal 2.00.
sub-01::stimulus_1178,This brain response shows valence 6.22 and arousal 5.11.
sub-01::stimulus_1179,This brain response shows valence 7.11 and arousal 6.89.
sub-01::stimulus_1180,This brain response shows valence 7.44 and arousal 5.78.
sub-01::stimulus_1181,This brain response shows valence 3.11 and arousal 6.11.
sub-01::stimulus_1182,This brain response shows valence 3.56 and arousal 3.44.
sub-01::stimulus_1183,This brain response shows valence 1.89 and arousal 5.89.
sub-01::stimulus_1184,This brain response shows valence 1.44 and arousal 4.78.
sub-01::stimulus_1185,This brain response shows valence 2.22 and arousal 5.44.
sub-01::stimulus_1186,This brain response shows valence 4.44 and arousal 7.67.
sub-01::stimulus_1187,This brain response shows valence 7.89 and arousal 6.00.
sub-01::stimulus_1188,This brain response shows valence 7.56 and arousal 6.22.
sub-01::stimulus_1189,This brain response shows valence 1.78 and arousal 6.22.
sub-01::stimulus_1190,This brain response shows valence 2.11 and arousal 4.89.
sub-01::stimulus_1191,This brain response shows valence 6.78 and arousal 6.44.
sub-01::stimulus_1192,This brain response shows valence 6.33 and arousal 6.11.
sub-01::stimulus_1193,This brain response shows valence 7.56 and arousal 6.00.
sub-01::stimulus_1194,This brain response shows valence 1.33 and arousal 6.00.
sub-01::stimulus_1195,This brain response shows valence 5.78 and arousal 7.22.
sub-01::stimulus_1196,This brain response shows valence 3.00 and arousal 5.67.
sub-01::stimulus_1197,This brain response shows valence 3.78 and arousal 7.33.
sub-01::stimulus_1198,This brain response shows valence 6.00 and arousal 7.33.
sub-01::stimulus_1199,This brain response shows valence 1.11 and arousal 6.33.
sub-01::stimulus_1200,This brain response shows valence 6.44 and arousal 6.22.
sub-01::stimulus_1201,This brain response shows valence 5.44 and arousal 5.11.
sub-01::stimulus_1202,This brain response shows valence 2.89 and arousal 5.67.
sub-01::stimulus_1203,This brain response shows valence 2.44 and arousal 5.44.
sub-01::stimulus_1204,This brain response shows valence 3.00 and arousal 5.22.
sub-01::stimulus_1205,This brain response shows valence 7.22 and arousal 6.56.
sub-01::stimulus_1206,This brain response shows valence 5.33 and arousal 5.33.
sub-01::stimulus_1207,This brain response shows valence 8.22 and arousal 6.22.
sub-01::stimulus_1208,This brain response shows valence 2.67 and arousal 4.67.
sub-01::stimulus_1209,This brain response shows valence 7.44 and arousal 4.78.
sub-01::stimulus_1210,This brain response shows valence 7.00 and arousal 6.00.
sub-01::stimulus_1211,This brain response shows valence 5.78 and arousal 4.89.
sub-01::stimulus_1212,This brain response shows valence 2.78 and arousal 6.44.
sub-01::stimulus_1213,This brain response shows valence 7.33 and arousal 6.56.
sub-01::stimulus_1214,This brain response shows valence 2.89 and arousal 7.00.
sub-01::stimulus_1215,This brain response shows valence 5.78 and arousal 5.67.
sub-01::stimulus_1216,This brain response shows valence 7.11 and arousal 4.89.
sub-01::stimulus_1217,This brain response shows valence 2.11 and arousal 6.11.
sub-01::stimulus_1218,This brain response shows valence 6.33 and arousal 6.67.
sub-01::stimulus_1219,This brain response shows valence 3.78 and arousal 6.44.
sub-01::stimulus_1220,This brain response shows valence 5.00 and arousal 5.00.
sub-01::stimulus_1221,This brain response shows valence 2.00 and arousal 6.33.
sub-01::stimulus_1222,This brain response shows valence 2.22 and arousal 5.33.
sub-01::stimulus_1223,This brain response shows valence 6.00 and arousal 5.11.
sub-01::stimulus_1224,This brain response shows valence 2.22 and arousal 6.22.
sub-01::stimulus_1225,This brain response shows valence 4.33 and arousal 5.56.
sub-01::stimulus_1226,This brain response shows valence 2.22 and arousal 6.56.
sub-01::stimulus_1227,This brain response shows valence 3.11 and arousal 6.56.
sub-01::stimulus_1228,This brain response shows valence 6.33 and arousal 6.00.
sub-01::stimulus_1229,This brain response shows valence 3.44 and arousal 6.22.
sub-01::stimulus_1230,This brain response shows valence 6.33 and arousal 4.33.
sub-01::stimulus_1231,This brain response shows valence 3.44 and arousal 7.44.
sub-01::stimulus_1232,This brain response shows valence 8.33 and arousal 4.78.
sub-01::stimulus_1233,This brain response shows valence 4.56 and arousal 5.33.
sub-01::stimulus_1234,This brain response shows valence 3.67 and arousal 7.44.
sub-01::stimulus_1235,This brain response shows valence 3.00 and arousal 7.44.
sub-01::stimulus_1236,This brain response shows valence 7.89 and arousal 5.78.
sub-01::stimulus_1237,This brain response shows valence 2.67 and arousal 7.33.
sub-01::stimulus_1238,This brain response shows valence 6.44 and arousal 5.22.
sub-01::stimulus_1239,This brain response shows valence 5.67 and arousal 6.44.
sub-01::stimulus_1240,This brain response shows valence 7.00 and arousal 5.67.
sub-01::stimulus_1241,This brain response shows valence 6.22 and arousal 7.11.
